Secció censal/Sección censal/Census section,Districte/Distrito/District,Municipi/Municipio/Municipality,Data/Fecha/Date,Ús/Uso/Use,Nombre de comptadors/Número de contadores/Number of meters,Consum acumulat (L/dia)/Consumo acumulado (L/día)/Accumulated consumption (L/day)
0807710003,10,L'HOSPITALET LLOBR.,2023-01-30,Comercial/Comercial/Commercial,1,1
0807710003,10,L'HOSPITALET LLOBR.,2023-01-30,Domèstic/Doméstico/Domestic,37,516
0807710003,10,L'HOSPITALET LLOBR.,2023-01-31,Comercial/Comercial/Commercial,1,0
0807710003,10,L'HOSPITALET LLOBR.,2023-01-31,Domèstic/Doméstico/Domestic,37,470
0807710008,10,L'HOSPITALET LLOBR.,2023-01-01,Domèstic/Doméstico/Domestic,4,218
0807710008,10,L'HOSPITALET LLOBR.,2023-01-02,Domèstic/Doméstico/Domestic,4,455
0807710008,10,L'HOSPITALET LLOBR.,2023-01-03,Domèstic/Doméstico/Domestic,4,507
0807710008,10,L'HOSPITALET LLOBR.,2023-01-04,Domèstic/Doméstico/Domestic,4,507
0807710008,10,L'HOSPITALET LLOBR.,2023-01-05,Domèstic/Doméstico/Domestic,4,554
0807710008,10,L'HOSPITALET LLOBR.,2023-01-06,Domèstic/Doméstico/Domestic,4,309
0807710008,10,L'HOSPITALET LLOBR.,2023-01-07,Domèstic/Doméstico/Domestic,4,449
0807710008,10,L'HOSPITALET LLOBR.,2023-01-08,Domèstic/Doméstico/Domestic,4,278
0807710008,10,L'HOSPITALET LLOBR.,2023-01-09,Domèstic/Doméstico/Domestic,4,385
0807710008,10,L'HOSPITALET LLOBR.,2023-01-10,Domèstic/Doméstico/Domestic,4,411
0807710008,10,L'HOSPITALET LLOBR.,2023-01-11,Domèstic/Doméstico/Domestic,4,439
0807710008,10,L'HOSPITALET LLOBR.,2023-01-12,Domèstic/Doméstico/Domestic,4,434
0807710008,10,L'HOSPITALET LLOBR.,2023-01-13,Domèstic/Doméstico/Domestic,4,483
0807710008,10,L'HOSPITALET LLOBR.,2023-01-14,Domèstic/Doméstico/Domestic,4,447
0807710008,10,L'HOSPITALET LLOBR.,2023-01-15,Domèstic/Doméstico/Domestic,4,321
0807710008,10,L'HOSPITALET LLOBR.,2023-01-16,Domèstic/Doméstico/Domestic,4,363
0807710008,10,L'HOSPITALET LLOBR.,2023-01-17,Domèstic/Doméstico/Domestic,4,463
0807710008,10,L'HOSPITALET LLOBR.,2023-01-18,Domèstic/Doméstico/Domestic,4,419
0807710008,10,L'HOSPITALET LLOBR.,2023-01-19,Domèstic/Doméstico/Domestic,4,401
0807710008,10,L'HOSPITALET LLOBR.,2023-01-20,Domèstic/Doméstico/Domestic,4,440
0807710008,10,L'HOSPITALET LLOBR.,2023-01-21,Domèstic/Doméstico/Domestic,4,480
0807710008,10,L'HOSPITALET LLOBR.,2023-01-22,Domèstic/Doméstico/Domestic,4,362
0807710008,10,L'HOSPITALET LLOBR.,2023-01-23,Domèstic/Doméstico/Domestic,4,445
0807710008,10,L'HOSPITALET LLOBR.,2023-01-24,Domèstic/Doméstico/Domestic,4,446
0807710008,10,L'HOSPITALET LLOBR.,2023-01-25,Domèstic/Doméstico/Domestic,4,466
0807710008,10,L'HOSPITALET LLOBR.,2023-01-26,Domèstic/Doméstico/Domestic,4,427
0807710008,10,L'HOSPITALET LLOBR.,2023-01-27,Domèstic/Doméstico/Domestic,4,513
0807710008,10,L'HOSPITALET LLOBR.,2023-01-28,Domèstic/Doméstico/Domestic,4,497
0807710008,10,L'HOSPITALET LLOBR.,2023-01-29,Domèstic/Doméstico/Domestic,4,477
0807710008,10,L'HOSPITALET LLOBR.,2023-01-30,Domèstic/Doméstico/Domestic,4,437
0807710008,10,L'HOSPITALET LLOBR.,2023-01-31,Domèstic/Doméstico/Domestic,4,512
0810101001,01,L'HOSPITALET LLOBR.,2023-01-01,Comercial/Comercial/Commercial,17,187
0810101001,01,L'HOSPITALET LLOBR.,2023-01-01,Domèstic/Doméstico/Domestic,687,5924
0810101001,01,L'HOSPITALET LLOBR.,2023-01-02,Comercial/Comercial/Commercial,17,961
0810101001,01,L'HOSPITALET LLOBR.,2023-01-02,Domèstic/Doméstico/Domestic,687,5894
0810101001,01,L'HOSPITALET LLOBR.,2023-01-03,Comercial/Comercial/Commercial,17,980
0810101001,01,L'HOSPITALET LLOBR.,2023-01-03,Domèstic/Doméstico/Domestic,687,5808
0810101001,01,L'HOSPITALET LLOBR.,2023-01-04,Comercial/Comercial/Commercial,17,1047
0810101001,01,L'HOSPITALET LLOBR.,2023-01-04,Domèstic/Doméstico/Domestic,687,5849
0810101001,01,L'HOSPITALET LLOBR.,2023-01-05,Comercial/Comercial/Commercial,17,1168
0810101001,01,L'HOSPITALET LLOBR.,2023-01-05,Domèstic/Doméstico/Domestic,687,6153
0810101001,01,L'HOSPITALET LLOBR.,2023-01-06,Comercial/Comercial/Commercial,17,224
0810101001,01,L'HOSPITALET LLOBR.,2023-01-06,Domèstic/Doméstico/Domestic,687,6433
0810101001,01,L'HOSPITALET LLOBR.,2023-01-07,Comercial/Comercial/Commercial,17,440
0810101001,01,L'HOSPITALET LLOBR.,2023-01-07,Domèstic/Doméstico/Domestic,687,6419
0810101001,01,L'HOSPITALET LLOBR.,2023-01-08,Comercial/Comercial/Commercial,17,304
0810101001,01,L'HOSPITALET LLOBR.,2023-01-08,Domèstic/Doméstico/Domestic,687,7252
0810101001,01,L'HOSPITALET LLOBR.,2023-01-09,Comercial/Comercial/Commercial,17,1037
0810101001,01,L'HOSPITALET LLOBR.,2023-01-09,Domèstic/Doméstico/Domestic,687,6380
0810101001,01,L'HOSPITALET LLOBR.,2023-01-10,Comercial/Comercial/Commercial,17,1511
0810101001,01,L'HOSPITALET LLOBR.,2023-01-10,Domèstic/Doméstico/Domestic,687,6284
0810101001,01,L'HOSPITALET LLOBR.,2023-01-11,Comercial/Comercial/Commercial,17,1901
0810101001,01,L'HOSPITALET LLOBR.,2023-01-11,Domèstic/Doméstico/Domestic,687,6214
0810101001,01,L'HOSPITALET LLOBR.,2023-01-12,Comercial/Comercial/Commercial,17,1790
0810101001,01,L'HOSPITALET LLOBR.,2023-01-12,Domèstic/Doméstico/Domestic,687,6415
0810101001,01,L'HOSPITALET LLOBR.,2023-01-13,Comercial/Comercial/Commercial,17,1498
0810101001,01,L'HOSPITALET LLOBR.,2023-01-13,Domèstic/Doméstico/Domestic,687,5870
0810101001,01,L'HOSPITALET LLOBR.,2023-01-14,Comercial/Comercial/Commercial,17,802
0810101001,01,L'HOSPITALET LLOBR.,2023-01-14,Domèstic/Doméstico/Domestic,687,6554
0810101001,01,L'HOSPITALET LLOBR.,2023-01-15,Comercial/Comercial/Commercial,17,235
0810101001,01,L'HOSPITALET LLOBR.,2023-01-15,Domèstic/Doméstico/Domestic,687,7360
0810101001,01,L'HOSPITALET LLOBR.,2023-01-16,Comercial/Comercial/Commercial,17,1292
0810101001,01,L'HOSPITALET LLOBR.,2023-01-16,Domèstic/Doméstico/Domestic,687,6230
0810101001,01,L'HOSPITALET LLOBR.,2023-01-17,Comercial/Comercial/Commercial,17,1638
0810101001,01,L'HOSPITALET LLOBR.,2023-01-17,Domèstic/Doméstico/Domestic,687,6208
0810101001,01,L'HOSPITALET LLOBR.,2023-01-18,Comercial/Comercial/Commercial,17,1136
0810101001,01,L'HOSPITALET LLOBR.,2023-01-18,Domèstic/Doméstico/Domestic,687,6116
0810101001,01,L'HOSPITALET LLOBR.,2023-01-19,Comercial/Comercial/Commercial,17,1159
0810101001,01,L'HOSPITALET LLOBR.,2023-01-19,Domèstic/Doméstico/Domestic,687,6043
0810101001,01,L'HOSPITALET LLOBR.,2023-01-20,Comercial/Comercial/Commercial,17,764
0810101001,01,L'HOSPITALET LLOBR.,2023-01-20,Domèstic/Doméstico/Domestic,687,5875
0810101001,01,L'HOSPITALET LLOBR.,2023-01-21,Comercial/Comercial/Commercial,17,888
0810101001,01,L'HOSPITALET LLOBR.,2023-01-21,Domèstic/Doméstico/Domestic,687,6687
0810101001,01,L'HOSPITALET LLOBR.,2023-01-22,Comercial/Comercial/Commercial,17,384
0810101001,01,L'HOSPITALET LLOBR.,2023-01-22,Domèstic/Doméstico/Domestic,687,7429
0810101001,01,L'HOSPITALET LLOBR.,2023-01-23,Comercial/Comercial/Commercial,17,766
0810101001,01,L'HOSPITALET LLOBR.,2023-01-23,Domèstic/Doméstico/Domestic,687,6152
0810101001,01,L'HOSPITALET LLOBR.,2023-01-24,Comercial/Comercial/Commercial,17,914
0810101001,01,L'HOSPITALET LLOBR.,2023-01-24,Domèstic/Doméstico/Domestic,687,6024
0810101001,01,L'HOSPITALET LLOBR.,2023-01-25,Comercial/Comercial/Commercial,17,730
0810101001,01,L'HOSPITALET LLOBR.,2023-01-25,Domèstic/Doméstico/Domestic,687,6132
0810101001,01,L'HOSPITALET LLOBR.,2023-01-26,Comercial/Comercial/Commercial,17,879
0810101001,01,L'HOSPITALET LLOBR.,2023-01-26,Domèstic/Doméstico/Domestic,687,6252
0810101001,01,L'HOSPITALET LLOBR.,2023-01-27,Comercial/Comercial/Commercial,17,882
0810101001,01,L'HOSPITALET LLOBR.,2023-01-27,Domèstic/Doméstico/Domestic,687,5899
0810101001,01,L'HOSPITALET LLOBR.,2023-01-28,Comercial/Comercial/Commercial,17,572
0810101001,01,L'HOSPITALET LLOBR.,2023-01-28,Domèstic/Doméstico/Domestic,687,6565
0810101001,01,L'HOSPITALET LLOBR.,2023-01-29,Comercial/Comercial/Commercial,17,294
0810101001,01,L'HOSPITALET LLOBR.,2023-01-29,Domèstic/Doméstico/Domestic,687,7240
0810101001,01,L'HOSPITALET LLOBR.,2023-01-30,Comercial/Comercial/Commercial,17,672
0810101001,01,L'HOSPITALET LLOBR.,2023-01-30,Domèstic/Doméstico/Domestic,687,6155
0810101001,01,L'HOSPITALET LLOBR.,2023-01-31,Comercial/Comercial/Commercial,17,1065
0810101001,01,L'HOSPITALET LLOBR.,2023-01-31,Domèstic/Doméstico/Domestic,687,6063
0810101002,01,L'HOSPITALET LLOBR.,2023-01-01,Comercial/Comercial/Commercial,26,1027
0810101002,01,L'HOSPITALET LLOBR.,2023-01-01,Domèstic/Doméstico/Domestic,574,4380
0810101002,01,L'HOSPITALET LLOBR.,2023-01-02,Comercial/Comercial/Commercial,26,2671
0810101002,01,L'HOSPITALET LLOBR.,2023-01-02,Domèstic/Doméstico/Domestic,575,4427
0810101002,01,L'HOSPITALET LLOBR.,2023-01-03,Comercial/Comercial/Commercial,26,2414
0810101002,01,L'HOSPITALET LLOBR.,2023-01-03,Domèstic/Doméstico/Domestic,575,4142
0810101002,01,L'HOSPITALET LLOBR.,2023-01-04,Comercial/Comercial/Commercial,26,2798
0810101002,01,L'HOSPITALET LLOBR.,2023-01-04,Domèstic/Doméstico/Domestic,575,4349
0810101002,01,L'HOSPITALET LLOBR.,2023-01-05,Comercial/Comercial/Commercial,26,2514
0810101002,01,L'HOSPITALET LLOBR.,2023-01-05,Domèstic/Doméstico/Domestic,575,4446
0810101002,01,L'HOSPITALET LLOBR.,2023-01-06,Comercial/Comercial/Commercial,26,937
0810101002,01,L'HOSPITALET LLOBR.,2023-01-06,Domèstic/Doméstico/Domestic,575,4602
0810101002,01,L'HOSPITALET LLOBR.,2023-01-07,Comercial/Comercial/Commercial,26,1032
0810101002,01,L'HOSPITALET LLOBR.,2023-01-07,Domèstic/Doméstico/Domestic,575,4619
0810101002,01,L'HOSPITALET LLOBR.,2023-01-08,Comercial/Comercial/Commercial,26,1211
0810101002,01,L'HOSPITALET LLOBR.,2023-01-08,Domèstic/Doméstico/Domestic,575,4601
0810101002,01,L'HOSPITALET LLOBR.,2023-01-09,Comercial/Comercial/Commercial,26,4753
0810101002,01,L'HOSPITALET LLOBR.,2023-01-09,Domèstic/Doméstico/Domestic,575,4368
0810101002,01,L'HOSPITALET LLOBR.,2023-01-10,Comercial/Comercial/Commercial,26,4411
0810101002,01,L'HOSPITALET LLOBR.,2023-01-10,Domèstic/Doméstico/Domestic,575,4463
0810101002,01,L'HOSPITALET LLOBR.,2023-01-11,Comercial/Comercial/Commercial,26,5379
0810101002,01,L'HOSPITALET LLOBR.,2023-01-11,Domèstic/Doméstico/Domestic,575,4587
0810101002,01,L'HOSPITALET LLOBR.,2023-01-12,Comercial/Comercial/Commercial,26,4746
0810101002,01,L'HOSPITALET LLOBR.,2023-01-12,Domèstic/Doméstico/Domestic,575,4403
0810101002,01,L'HOSPITALET LLOBR.,2023-01-13,Comercial/Comercial/Commercial,26,4673
0810101002,01,L'HOSPITALET LLOBR.,2023-01-13,Domèstic/Doméstico/Domestic,575,4223
0810101002,01,L'HOSPITALET LLOBR.,2023-01-14,Comercial/Comercial/Commercial,26,1472
0810101002,01,L'HOSPITALET LLOBR.,2023-01-14,Domèstic/Doméstico/Domestic,575,4529
0810101002,01,L'HOSPITALET LLOBR.,2023-01-15,Comercial/Comercial/Commercial,26,1295
0810101002,01,L'HOSPITALET LLOBR.,2023-01-15,Domèstic/Doméstico/Domestic,575,4922
0810101002,01,L'HOSPITALET LLOBR.,2023-01-16,Comercial/Comercial/Commercial,26,5299
0810101002,01,L'HOSPITALET LLOBR.,2023-01-16,Domèstic/Doméstico/Domestic,575,4311
0810101002,01,L'HOSPITALET LLOBR.,2023-01-17,Comercial/Comercial/Commercial,26,4601
0810101002,01,L'HOSPITALET LLOBR.,2023-01-17,Domèstic/Doméstico/Domestic,575,4406
0810101002,01,L'HOSPITALET LLOBR.,2023-01-18,Comercial/Comercial/Commercial,26,4830
0810101002,01,L'HOSPITALET LLOBR.,2023-01-18,Domèstic/Doméstico/Domestic,575,4431
0810101002,01,L'HOSPITALET LLOBR.,2023-01-19,Comercial/Comercial/Commercial,26,5574
0810101002,01,L'HOSPITALET LLOBR.,2023-01-19,Domèstic/Doméstico/Domestic,575,4267
0810101002,01,L'HOSPITALET LLOBR.,2023-01-20,Comercial/Comercial/Commercial,26,4999
0810101002,01,L'HOSPITALET LLOBR.,2023-01-20,Domèstic/Doméstico/Domestic,575,4242
0810101002,01,L'HOSPITALET LLOBR.,2023-01-21,Comercial/Comercial/Commercial,26,1878
0810101002,01,L'HOSPITALET LLOBR.,2023-01-21,Domèstic/Doméstico/Domestic,575,4549
0810101002,01,L'HOSPITALET LLOBR.,2023-01-22,Comercial/Comercial/Commercial,26,1177
0810101002,01,L'HOSPITALET LLOBR.,2023-01-22,Domèstic/Doméstico/Domestic,575,4825
0810101002,01,L'HOSPITALET LLOBR.,2023-01-23,Comercial/Comercial/Commercial,26,4905
0810101002,01,L'HOSPITALET LLOBR.,2023-01-23,Domèstic/Doméstico/Domestic,575,4364
0810101002,01,L'HOSPITALET LLOBR.,2023-01-24,Comercial/Comercial/Commercial,26,4848
0810101002,01,L'HOSPITALET LLOBR.,2023-01-24,Domèstic/Doméstico/Domestic,575,4363
0810101002,01,L'HOSPITALET LLOBR.,2023-01-25,Comercial/Comercial/Commercial,26,5159
0810101002,01,L'HOSPITALET LLOBR.,2023-01-25,Domèstic/Doméstico/Domestic,575,4394
0810101002,01,L'HOSPITALET LLOBR.,2023-01-26,Comercial/Comercial/Commercial,26,5295
0810101002,01,L'HOSPITALET LLOBR.,2023-01-26,Domèstic/Doméstico/Domestic,575,4436
0810101002,01,L'HOSPITALET LLOBR.,2023-01-27,Comercial/Comercial/Commercial,26,5628
0810101002,01,L'HOSPITALET LLOBR.,2023-01-27,Domèstic/Doméstico/Domestic,575,4324
0810101002,01,L'HOSPITALET LLOBR.,2023-01-28,Comercial/Comercial/Commercial,26,1897
0810101002,01,L'HOSPITALET LLOBR.,2023-01-28,Domèstic/Doméstico/Domestic,575,4653
0810101002,01,L'HOSPITALET LLOBR.,2023-01-29,Comercial/Comercial/Commercial,26,1507
0810101002,01,L'HOSPITALET LLOBR.,2023-01-29,Domèstic/Doméstico/Domestic,575,4932
0810101002,01,L'HOSPITALET LLOBR.,2023-01-30,Comercial/Comercial/Commercial,26,5482
0810101002,01,L'HOSPITALET LLOBR.,2023-01-30,Domèstic/Doméstico/Domestic,575,4427
0810101002,01,L'HOSPITALET LLOBR.,2023-01-31,Comercial/Comercial/Commercial,26,5624
0810101002,01,L'HOSPITALET LLOBR.,2023-01-31,Domèstic/Doméstico/Domestic,575,4501
0810101003,01,L'HOSPITALET LLOBR.,2023-01-01,Comercial/Comercial/Commercial,40,970
0810101003,01,L'HOSPITALET LLOBR.,2023-01-01,Domèstic/Doméstico/Domestic,264,11364
0810101003,01,L'HOSPITALET LLOBR.,2023-01-02,Comercial/Comercial/Commercial,40,2481
0810101003,01,L'HOSPITALET LLOBR.,2023-01-02,Domèstic/Doméstico/Domestic,264,10621
0810101003,01,L'HOSPITALET LLOBR.,2023-01-03,Comercial/Comercial/Commercial,40,3514
0810101003,01,L'HOSPITALET LLOBR.,2023-01-03,Domèstic/Doméstico/Domestic,264,10424
0810101003,01,L'HOSPITALET LLOBR.,2023-01-04,Comercial/Comercial/Commercial,40,4065
0810101003,01,L'HOSPITALET LLOBR.,2023-01-04,Domèstic/Doméstico/Domestic,264,10779
0810101003,01,L'HOSPITALET LLOBR.,2023-01-05,Comercial/Comercial/Commercial,40,3904
0810101003,01,L'HOSPITALET LLOBR.,2023-01-05,Domèstic/Doméstico/Domestic,264,11300
0810101003,01,L'HOSPITALET LLOBR.,2023-01-06,Comercial/Comercial/Commercial,40,2274
0810101003,01,L'HOSPITALET LLOBR.,2023-01-06,Domèstic/Doméstico/Domestic,264,10550
0810101003,01,L'HOSPITALET LLOBR.,2023-01-07,Comercial/Comercial/Commercial,40,2588
0810101003,01,L'HOSPITALET LLOBR.,2023-01-07,Domèstic/Doméstico/Domestic,264,11215
0810101003,01,L'HOSPITALET LLOBR.,2023-01-08,Comercial/Comercial/Commercial,40,1578
0810101003,01,L'HOSPITALET LLOBR.,2023-01-08,Domèstic/Doméstico/Domestic,264,11842
0810101003,01,L'HOSPITALET LLOBR.,2023-01-09,Comercial/Comercial/Commercial,40,2927
0810101003,01,L'HOSPITALET LLOBR.,2023-01-09,Domèstic/Doméstico/Domestic,264,12222
0810101003,01,L'HOSPITALET LLOBR.,2023-01-10,Comercial/Comercial/Commercial,40,5171
0810101003,01,L'HOSPITALET LLOBR.,2023-01-10,Domèstic/Doméstico/Domestic,264,12088
0810101003,01,L'HOSPITALET LLOBR.,2023-01-11,Comercial/Comercial/Commercial,40,3551
0810101003,01,L'HOSPITALET LLOBR.,2023-01-11,Domèstic/Doméstico/Domestic,264,11363
0810101003,01,L'HOSPITALET LLOBR.,2023-01-12,Comercial/Comercial/Commercial,40,4284
0810101003,01,L'HOSPITALET LLOBR.,2023-01-12,Domèstic/Doméstico/Domestic,264,11586
0810101003,01,L'HOSPITALET LLOBR.,2023-01-13,Comercial/Comercial/Commercial,40,3617
0810101003,01,L'HOSPITALET LLOBR.,2023-01-13,Domèstic/Doméstico/Domestic,264,11303
0810101003,01,L'HOSPITALET LLOBR.,2023-01-14,Comercial/Comercial/Commercial,40,2634
0810101003,01,L'HOSPITALET LLOBR.,2023-01-14,Domèstic/Doméstico/Domestic,264,12709
0810101003,01,L'HOSPITALET LLOBR.,2023-01-15,Comercial/Comercial/Commercial,40,1584
0810101003,01,L'HOSPITALET LLOBR.,2023-01-15,Domèstic/Doméstico/Domestic,264,12381
0810101003,01,L'HOSPITALET LLOBR.,2023-01-16,Comercial/Comercial/Commercial,40,3566
0810101003,01,L'HOSPITALET LLOBR.,2023-01-16,Domèstic/Doméstico/Domestic,264,11727
0810101003,01,L'HOSPITALET LLOBR.,2023-01-17,Comercial/Comercial/Commercial,40,3451
0810101003,01,L'HOSPITALET LLOBR.,2023-01-17,Domèstic/Doméstico/Domestic,264,11812
0810101003,01,L'HOSPITALET LLOBR.,2023-01-18,Comercial/Comercial/Commercial,40,5626
0810101003,01,L'HOSPITALET LLOBR.,2023-01-18,Domèstic/Doméstico/Domestic,264,11301
0810101003,01,L'HOSPITALET LLOBR.,2023-01-19,Comercial/Comercial/Commercial,40,5326
0810101003,01,L'HOSPITALET LLOBR.,2023-01-19,Domèstic/Doméstico/Domestic,264,11229
0810101003,01,L'HOSPITALET LLOBR.,2023-01-20,Comercial/Comercial/Commercial,41,4133
0810101003,01,L'HOSPITALET LLOBR.,2023-01-20,Domèstic/Doméstico/Domestic,264,11634
0810101003,01,L'HOSPITALET LLOBR.,2023-01-21,Comercial/Comercial/Commercial,41,4631
0810101003,01,L'HOSPITALET LLOBR.,2023-01-21,Domèstic/Doméstico/Domestic,264,13385
0810101003,01,L'HOSPITALET LLOBR.,2023-01-22,Comercial/Comercial/Commercial,41,1695
0810101003,01,L'HOSPITALET LLOBR.,2023-01-22,Domèstic/Doméstico/Domestic,264,13682
0810101003,01,L'HOSPITALET LLOBR.,2023-01-23,Comercial/Comercial/Commercial,41,4379
0810101003,01,L'HOSPITALET LLOBR.,2023-01-23,Domèstic/Doméstico/Domestic,264,14306
0810101003,01,L'HOSPITALET LLOBR.,2023-01-24,Comercial/Comercial/Commercial,41,5762
0810101003,01,L'HOSPITALET LLOBR.,2023-01-24,Domèstic/Doméstico/Domestic,264,11418
0810101003,01,L'HOSPITALET LLOBR.,2023-01-25,Comercial/Comercial/Commercial,41,5260
0810101003,01,L'HOSPITALET LLOBR.,2023-01-25,Domèstic/Doméstico/Domestic,264,11598
0810101003,01,L'HOSPITALET LLOBR.,2023-01-26,Comercial/Comercial/Commercial,41,6389
0810101003,01,L'HOSPITALET LLOBR.,2023-01-26,Domèstic/Doméstico/Domestic,264,12169
0810101003,01,L'HOSPITALET LLOBR.,2023-01-27,Comercial/Comercial/Commercial,41,5881
0810101003,01,L'HOSPITALET LLOBR.,2023-01-27,Domèstic/Doméstico/Domestic,264,11689
0810101003,01,L'HOSPITALET LLOBR.,2023-01-28,Comercial/Comercial/Commercial,41,12429
0810101003,01,L'HOSPITALET LLOBR.,2023-01-28,Domèstic/Doméstico/Domestic,264,12570
0810101003,01,L'HOSPITALET LLOBR.,2023-01-29,Comercial/Comercial/Commercial,41,7566
0810101003,01,L'HOSPITALET LLOBR.,2023-01-29,Domèstic/Doméstico/Domestic,264,13816
0810101003,01,L'HOSPITALET LLOBR.,2023-01-30,Comercial/Comercial/Commercial,41,3124
0810101003,01,L'HOSPITALET LLOBR.,2023-01-30,Domèstic/Doméstico/Domestic,264,11685
0810101003,01,L'HOSPITALET LLOBR.,2023-01-31,Comercial/Comercial/Commercial,41,3498
0810101003,01,L'HOSPITALET LLOBR.,2023-01-31,Domèstic/Doméstico/Domestic,264,11812
0810101004,01,L'HOSPITALET LLOBR.,2023-01-01,Comercial/Comercial/Commercial,62,1331
0810101004,01,L'HOSPITALET LLOBR.,2023-01-01,Domèstic/Doméstico/Domestic,391,14873
0810101004,01,L'HOSPITALET LLOBR.,2023-01-01,Industrial/Industrial/Industrial,1,984
0810101004,01,L'HOSPITALET LLOBR.,2023-01-02,Comercial/Comercial/Commercial,62,3868
0810101004,01,L'HOSPITALET LLOBR.,2023-01-02,Domèstic/Doméstico/Domestic,391,14295
0810101004,01,L'HOSPITALET LLOBR.,2023-01-02,Industrial/Industrial/Industrial,1,1335
0810101004,01,L'HOSPITALET LLOBR.,2023-01-03,Comercial/Comercial/Commercial,62,5918
0810101004,01,L'HOSPITALET LLOBR.,2023-01-03,Domèstic/Doméstico/Domestic,391,14855
0810101004,01,L'HOSPITALET LLOBR.,2023-01-03,Industrial/Industrial/Industrial,1,1343
0810101004,01,L'HOSPITALET LLOBR.,2023-01-04,Comercial/Comercial/Commercial,62,5644
0810101004,01,L'HOSPITALET LLOBR.,2023-01-04,Domèstic/Doméstico/Domestic,391,15708
0810101004,01,L'HOSPITALET LLOBR.,2023-01-04,Industrial/Industrial/Industrial,1,1620
0810101004,01,L'HOSPITALET LLOBR.,2023-01-05,Comercial/Comercial/Commercial,62,6541
0810101004,01,L'HOSPITALET LLOBR.,2023-01-05,Domèstic/Doméstico/Domestic,391,15474
0810101004,01,L'HOSPITALET LLOBR.,2023-01-05,Industrial/Industrial/Industrial,1,1242
0810101004,01,L'HOSPITALET LLOBR.,2023-01-06,Comercial/Comercial/Commercial,62,1591
0810101004,01,L'HOSPITALET LLOBR.,2023-01-06,Domèstic/Doméstico/Domestic,391,14706
0810101004,01,L'HOSPITALET LLOBR.,2023-01-06,Industrial/Industrial/Industrial,1,927
0810101004,01,L'HOSPITALET LLOBR.,2023-01-07,Comercial/Comercial/Commercial,62,4143
0810101004,01,L'HOSPITALET LLOBR.,2023-01-07,Domèstic/Doméstico/Domestic,391,15626
0810101004,01,L'HOSPITALET LLOBR.,2023-01-07,Industrial/Industrial/Industrial,1,906
0810101004,01,L'HOSPITALET LLOBR.,2023-01-08,Comercial/Comercial/Commercial,62,1761
0810101004,01,L'HOSPITALET LLOBR.,2023-01-08,Domèstic/Doméstico/Domestic,391,15722
0810101004,01,L'HOSPITALET LLOBR.,2023-01-08,Industrial/Industrial/Industrial,1,899
0810101004,01,L'HOSPITALET LLOBR.,2023-01-09,Comercial/Comercial/Commercial,62,4534
0810101004,01,L'HOSPITALET LLOBR.,2023-01-09,Domèstic/Doméstico/Domestic,391,15418
0810101004,01,L'HOSPITALET LLOBR.,2023-01-09,Industrial/Industrial/Industrial,1,4179
0810101004,01,L'HOSPITALET LLOBR.,2023-01-10,Comercial/Comercial/Commercial,62,5984
0810101004,01,L'HOSPITALET LLOBR.,2023-01-10,Domèstic/Doméstico/Domestic,391,15154
0810101004,01,L'HOSPITALET LLOBR.,2023-01-10,Industrial/Industrial/Industrial,1,4361
0810101004,01,L'HOSPITALET LLOBR.,2023-01-11,Comercial/Comercial/Commercial,62,6862
0810101004,01,L'HOSPITALET LLOBR.,2023-01-11,Domèstic/Doméstico/Domestic,391,14920
0810101004,01,L'HOSPITALET LLOBR.,2023-01-11,Industrial/Industrial/Industrial,1,4212
0810101004,01,L'HOSPITALET LLOBR.,2023-01-12,Comercial/Comercial/Commercial,62,8264
0810101004,01,L'HOSPITALET LLOBR.,2023-01-12,Domèstic/Doméstico/Domestic,391,14396
